Id,CA150_0h,CUGBP_0h,ESRP1_0h,FBP11_0h,MAGOH_0h,NOVA1_0h,PRP8_0h,PSF_0h,PTB_0h,RAVER1_0h,RBM17_0h,RBM22_0h,RBM3_0h,RBM45_0h,SAM68TV1_0h,SC35_0h,sf3btv1_0h,SF3BTV2_0h,SKIP_0h,SND1_0h,SRM160_0h,SRSF1_0h,SRSF10_0h,SRSF3_0h,SRSF4_0h,SRSF5_0h,SRSF6_0h,SRSF9_0h,TIA1_0h,TRA2A_0h,TRA2B_0h,U11_0h,U12_0h,U2_0h,U2AF1_0h,U2AF2_0h,U4_0h,U4ATAC_0h,U5_0h,U6_0h,U6ATAC_0h,Diabetes
981,27098660.75,3705273.778,159144.7364,39436474.82,3771116.874,2379414.673,48373666.53,70927.83585,16025288.87,6873892.406,19768928.02,20017423.63,35575808.11,4093856.527,876126.831,4012542.628,3881463.277,34059086.6,133323.1177,29100203.95,24542120.49,25024.20498,29549209.67,85711863.67,12079079.11,80745803.82,5119540.913,69236761.16,18475681.53,40863544.36,34817216.58,65170563.59,19925.83083,174975549.6,21005500.21,14463258.97,2583181101,1854094.796,26299508.75,69926745.77,1815224.298,S
1268,31349728.13,5260282.995,232154.3816,70983814.36,9246177.085,218426.9861,69747621.31,2266640.419,24556766.38,13261862.5,20847143.9,24860598.33,34755837.69,8783413.253,3184267.88,13725203.05,15491761.91,64142551.24,4863409.545,37732075.91,38417728.79,50667.56933,32147972.19,96052284.46,18246950.7,126742093.3,9883165.64,87986011.45,17582125.2,45169918.37,43010266.26,74111334.05,209372.9859,629255404.2,23449548.21,14874806.82,3031075229,3832407.034,67784911.19,122976115.9,6217739.24,S
1482,29321221.02,3712845.896,361599.7201,43520452.34,2275207.001,14741297.37,40133328.12,185761.716,16392732.76,6591913.236,44066366.27,23261466.19,27038885.55,9392921.405,1267749.504,4136963.013,3090425.138,36086275.4,867315.4112,26889845.87,20600845.66,148113.2503,30701310.73,161772335.4,13907937.49,67814359.37,5820200.584,64469556.91,26083767.86,35753080.32,40902801.57,100327712.8,21798.65008,368531688.4,14338815.26,10280201.16,7149905026,1657161.423,20781517.15,203418994.9,3325354.574,S
32,19695155.48,3082727.781,81752.89057,36604671.24,5308661.125,1270495.671,49305197.45,144987.6589,12769007.15,5612339.801,14086642.36,18205387.59,31485765.93,4387830.849,675915.3258,6049885.506,3551815.706,31022156.16,449894.6701,24501604.88,23473027.42,10803.03678,24045311.55,70738815.71,10153043.49,66933422.81,4862845.554,61457516.92,11363520.95,34956445.79,13344883.65,52325332.48,55704.84867,213479903.7,9947831.056,12849538.43,1743019951,789483.8694,16490692.91,36592685.79,1198455.704,S
102,26949140.14,5670938.789,173755.3048,41918070.34,7595990.526,2895410.09,71213752.52,93344.44372,20437904.75,9603461.962,23734151.02,20322615.18,34922923.58,6464944.747,1295075.302,5326773.088,4257793.666,39539869.84,265004.8626,26878660.88,37930165.81,40718.11191,27005182.07,92807522.15,16010558.87,115871156.6,5872034.136,85217665.61,16850427.16,42296036.72,14259206.75,55041705.47,43209.22759,398702722.2,19166579.05,19539087.47,3017995123,3397078.786,51928813.03,110309993.4,3664847.637,S
158,48114211.43,6058579.031,130084.0993,47484225.01,2617641.747,214417.962,67414850.42,466484.3229,25359299.11,11979150.46,21782478.94,20686207.15,38037913.94,5825687.331,1565964.379,8314517.244,2529653.353,47500127.43,786047.2965,58800331.42,33420617.37,64865.30196,36586953.08,141642880.6,20637864.51,164102175.3,16739712.37,112945747.7,19977080.7,58686901.6,60541482.1,86653478.21,88789.18741,761823868.7,11699085.28,10584730.91,925959904.1,308875.6137,35098319.01,34387716.9,1968608.424,S
487,36013200.79,5867702.876,106782.0451,66395888.98,3725810.682,84053.8001,72887238.75,307200.4506,24398454.78,12006297.68,18558488.52,24756200.58,35159940.34,9865922.712,1162620.471,4210731.674,6742479.159,69273915.49,258244.5291,42855346.05,35006117.76,10956.87697,37610328.2,121491933.6,14997644.45,124869526.3,8491850.892,98380517.18,26816088.76,46048734.98,36635996.59,76514717.01,20617.33869,308127624.2,16302048.5,19109238.31,2016963524,772204.2492,29170575.35,96706866.23,1538852.605,S
531,17151682.92,5136610.587,120433.235,39708084.13,2596067.184,1211771.859,53051322.03,108788.4775,15489100.71,7132316.578,18137194.74,20498567.82,28855506.1,6127838.789,764849.4339,1383876.654,4821291.409,34861758.99,226514.2975,25853958.72,23459492.7,22420.68501,32457768.36,80357216.72,13827092.59,116203286.7,4689541.871,80154007.5,14205067.19,27142600.55,22068956.02,62837153.77,10970.47371,164099439.3,12121635.07,12583061.03,1680114638,786810.4277,20916883.79,47766971.2,1839878.192,S
743,21807681,5037157.937,146093.9543,60192679.52,4414980.744,1344452.366,46013790.53,305358.4018,17986664.83,6548441.394,16988113.48,18024065.33,38085439.33,8163137.633,1249782.402,4363481.16,10013829.76,57216922.09,861147.3354,33448736.4,26850481.65,18446.61903,34095574.78,88772361.95,12263934.68,88531913.34,5285394.155,70603172.72,23179513.36,33175889.46,30946710.62,82904306.46,84220.5945,567428862.3,9999334.637,13760820.43,2065484875,3124776.992,17734393.82,114917348.1,2211080.036,S
820,13503628.06,1741391.728,1405227.82,43630886.19,5335426.199,47152289.27,12693411.24,59938.95078,6758199.33,2572073.225,125396461.1,11113175.05,47519450.58,2367143.888,459284.9334,505125.6703,1787958.533,40440709.2,21374.37282,7250545.452,8246759.439,830655.8263,54369587.11,434929114.4,4313963.4,66009723.45,489768.9982,28649460.19,16148867.06,19006497.87,25581853.09,443310766.9,139289.3832,940209618.1,43850542.46,3980263.85,14262268406,8595470.914,4364466.556,620270868.8,15348250.45,S
885,,1440543.513,,64000562.85,2181631.321,5815167.646,41873187.96,14788.95116,52443573.82,14586550.31,18255275.64,,79680540.91,,1566036.261,5731747.544,535422.9749,52154697.31,78270.9879,30321381.57,40268944.4,,53691063.47,316224068.2,20760836.6,190442911,2374234.288,26670803.11,58424194.74,30449658.85,31324217.9,237518500.9,1354476.017,623122173.2,50808221.84,12473632.64,144425039.6,849168.1886,23894728.39,81049222.25,790108.0353,S
905,39466075.99,9251739.824,150492.5105,81677740.09,5931017.23,203748.2999,64003069.57,178313.1833,28699276.53,8936003.921,21828011.19,,36526044.36,12669798.56,2312049.252,3142024.922,4358843.935,64020080.21,613254.8461,38594695.6,36524100.75,91166.27821,40666362.73,216728807.4,14274883.41,122964885.8,7846699.172,103621869.1,52950059.11,55060438.72,58522596.56,186080177,30852.94773,544530223.5,10603278.08,13697534.07,3027001198,406562.2076,31975914.54,53584891.11,1496068.789,S
1485,23897636.95,4530708.726,87718.95051,31996833.9,1665164.42,250787.6136,42137583.81,224460.0309,16683086.59,4073898.613,14118807.2,19131265.67,33808901.56,3709132.452,578296.3601,3837661.783,5484897.396,23207187.05,520518.3549,25949471.84,20196158.75,13527.72723,33531394.33,43716963.34,10877740.13,67246154.4,3415759.374,56448258.25,12412868.67,39564774.37,17391476.67,66746426.7,22318.48021,186538825.4,10929154.24,12289983.67,1449383963,440478.7193,15985790.22,39749409.81,822363.2578,S
348,35007364.72,5473519.072,194364.5595,36356989.45,3255918.672,847832.8578,51245114.16,121261.4266,1794634015,7853779.814,22599543.21,27523661.7,38963925.25,4723805.28,1276185.322,3730388.868,4654772.385,39263158.67,2542.68637,39484180.25,28606506.03,46362.86332,29117033.84,91160186.51,17968527.31,123988884.2,5384301.007,66372271.07,23698110.72,36527879.12,41284288.07,122066479.5,38985.21321,514188739.6,11731115.3,9840268.982,3657001906,,25388386.23,46150554.95,65387.97221,S
593,90736027.42,9383643.907,209797.7453,98413085.84,2341733.472,2685819.617,86492704.33,7883.11608,63171196.95,6889644.937,40786085.11,58300229.91,118295989.6,10400961.49,6886563.325,13824480.28,422449.1088,84195263.92,141255.3121,98958149.69,31771657.2,45234.58004,52848024.69,634931057.5,25354014.5,247313087.4,3023055.072,162562971.1,52969939.55,59653740.7,88771701.92,222413081,16345.5854,120469160.5,8292356.519,9462929.076,6032051857,435890.3956,2885248.069,7266441.527,140143.5973,S
1078,38970326.2,5256488.382,105998.6181,60705522.27,4419092.033,1019824.744,48205317.4,552580.5262,21778535.04,8911796.469,20036220.67,22553311.28,31599452.98,11181058.31,1740006.994,6342983.819,6734763.688,50311327.04,2069475.077,37317429.58,29637090.65,105783.7554,39861828.56,131699492,19287962.1,95799226.19,10133987.41,84666990.43,46122226.79,54877121.96,79533323.76,79362616.03,27207.96475,334365716,12564258.26,16415622.11,3061785289,4345531.815,30340097.73,50978975.82,713071.7548,S
1503,16962734.36,2066517.124,1180246.086,76181248.64,12374340.37,32745265.61,17145430.9,1605982.524,8834819.006,6703578.469,88121101.41,,34619638.56,10118845.04,709846.114,3320190.798,12885377.61,62131299.45,4139590.55,17077662.78,13789231,517779.285,70465270.75,381813563.3,11302247.81,101348612.2,7553561.78,88850306.31,42223730.83,43403522.47,81089162.04,433422685.7,316341.0267,1450376212,24132529.87,5260771.137,11864446202,5200664.155,15848657.23,529784324.2,11916961.05,S
61,22268149.4,4145461.963,123626.4401,33398136.03,6276484.55,973737.567,49949463.39,130727.7384,16235005.57,7890615.171,14474244.56,20365965.74,28203024.74,5514365.893,1035708.177,4409718.511,3637680.043,29924174.32,377956.7445,26635476.19,25707034.81,27321.33745,22402441.33,80432595.07,10487142.7,88739200.03,4651021.535,71818803.52,14612917.01,30427440.89,16450530.26,55268422.22,34252.64139,451277675.1,12141756.73,15156074.83,2896344116,4868399.736,7511005.672,12943836.91,1831197.438,S
98,9682814.044,1247960.095,2149718.19,33228061.11,7304762.251,67563351.69,8736454.053,177433.8726,6509427.747,2398388.61,192720372.7,7416309.063,59272607.6,2060509.479,510827.1128,505373.5728,1011142.461,34567373.67,29936.10999,6888422.251,7897167.612,372148.3274,43915247.71,437626048.7,3012028.355,67508244.59,388033.0543,32488223.64,11114578.8,17810351.39,26413956.61,552555489.1,157103.822,1443377424,73028085.63,3379126.316,29900330005,11465096.2,3924039.798,783634305.7,19965213.03,S
563,35150323.95,6285927.723,178266.2374,44616733.77,5492016.371,1274571.784,48433594.34,194997.9601,1578671732,7390443.893,23782125.87,33278724.53,54070267.21,9205226.169,1303388.252,4265735.543,6672754.649,51566599.45,3190.18855,37017145.47,27855877.07,84654.40721,45600494.73,196455121.1,22849174.67,184649749.5,7379473.407,77539272.87,31146554.81,52217575.07,68617453.88,292205658.9,269931.5279,662965862,13793782.25,13794555.02,5504651665,,19567425.72,122503648.8,239445.6577,S
598,25354769.13,4784168.044,302788.2682,56019419.48,5264784.221,6379698.988,41810892.1,389395.9118,19312730.97,5214151.926,28348872.04,18931510.02,34540632.31,5340242.559,1643431.949,2395889.328,8376826.276,46469479.73,429665.618,34081045.71,20867964.95,26757.03907,34535937.68,162667160.9,12644117.38,92052702.96,1500037.332,93783271.52,19651094.86,36782062.3,40085010.96,126794364.8,62259.86604,961212455.3,15605852.15,11363714.7,6809571991,4536658.556,19703744.13,100479021.4,2403911.721,S
1128,32225518.1,4650857.605,152055.5087,50223260.41,2503793.502,3409889.191,50050883.61,251291.2618,18828784.84,7160335.062,22497908.23,21245582.12,27715382.53,9249984.486,1298961.14,4853493.038,5206721.208,39431904.37,1279935.943,34408238.5,25111638.28,201593.2841,31888886.64,132854439,15410725.88,92289249.13,6271385.85,72599707.07,39109609.68,43053309.77,47363685.68,124729950.5,27432.55168,430136749.3,9632406.529,14172580.24,4453414911,1636893.231,22214791.19,64634486.93,897509.7281,S
