Isoform	hg19.kgXref.kgID	Gen
uc010vwj.1	uc010vwj.1	NCRNA00188|125144
uc010vwk.1	uc010vwk.1	NCRNA00188|125144
uc010vwl.1	uc010vwl.1	NCRNA00188|125144
uc010vwm.1	uc010vwm.1	NCRNA00188|125144
uc010vwn.1	uc010vwn.1	NCRNA00188|125144
uc010vwo.1	uc010vwo.1	NCRNA00188|125144
uc010vwp.1	uc010vwp.1	NCRNA00188|125144
uc002ynh.2	uc002ynh.2	NCRNA00189|193629
uc002yni.2	uc002yni.2	NCRNA00189|193629
uc010qag.1	uc010qag.1	NCRNA00200|399706
uc001iav.2	uc001iav.2	NCRNA00201|284702
uc001itf.2	uc001itf.2	NCRNA00202|387644
uc001ybi.2	uc001ybi.2	NCRNA00203|319085
uc011mzt.1	uc011mzt.1	NCRNA00204B|286967
uc011mzu.1	uc011mzu.1	NCRNA00204B|286967
uc003bev.1	uc003bev.1	NCRNA00207|388910
uc011aqg.1	uc011aqg.1	NCRNA00207|388910
uc011aqh.1	uc011aqh.1	NCRNA00207|388910
uc003kpq.1	uc003kpq.1	NCRNA00219|114915
uc003kps.2	uc003kps.2	NCRNA00219|114915
uc004ftj.2	uc004ftj.2	NCRNA00230B|401629
uc004fto.2	uc004fto.2	NCRNA00230B|401629
uc010uuh.1	uc010uuh.1	NCRNA00235|64493
uc004bzi.2	uc004bzi.2	NCS1|23413
uc010myz.1	uc010myz.1	NCS1|23413
uc001fvx.2	uc001fvx.2	NCSTN|23385
uc001fvy.2	uc001fvy.2	NCSTN|23385
uc001fvz.2	uc001fvz.2	NCSTN|23385
uc009wtk.1	uc009wtk.1	NCSTN|23385
uc010pjf.1	uc010pjf.1	NCSTN|23385
uc010pjg.1	uc010pjg.1	NCSTN|23385
uc002kli.2	uc002kli.2	NDC80|10403
uc002dds.2	uc002dds.2	NDE1|54820
uc002ddt.1	uc002ddt.1	NDE1|54820
uc002ddu.1	uc002ddu.1	NDE1|54820
uc002ddz.1	uc002ddz.1	NDE1|54820
uc010uzy.1	uc010uzy.1	NDE1|54820
uc002gli.2	uc002gli.2	NDEL1|81565
uc002glj.2	uc002glj.2	NDEL1|81565
uc002glk.1	uc002glk.1	NDEL1|81565
uc003lmi.3	uc003lmi.3	NDFIP1|80762
uc003lmj.1	uc003lmj.1	NDFIP1|80762
uc001vlf.2	uc001vlf.2	NDFIP2|54602
uc001vlg.2	uc001vlg.2	NDFIP2|54602
uc010tib.1	uc010tib.1	NDFIP2|54602
uc001zco.2	uc001zco.2	NDNL2|56160
uc001ywk.2	uc001ywk.2	NDN|4692
uc004clw.2	uc004clw.2	NDOR1|27158
uc004clx.2	uc004clx.2	NDOR1|27158
uc004cly.2	uc004cly.2	NDOR1|27158
uc011mes.1	uc011mes.1	NDOR1|27158
uc004dga.3	uc004dga.3	NDP|4693
uc003yue.1	uc003yue.1	NDRG1|10397
uc003yuf.1	uc003yuf.1	NDRG1|10397
uc003yug.2	uc003yug.2	NDRG1|10397
uc003yuh.2	uc003yuh.2	NDRG1|10397
uc003yui.1	uc003yui.1	NDRG1|10397
uc010mee.2	uc010mee.2	NDRG1|10397
uc010mef.2	uc010mef.2	NDRG1|10397
uc011ljh.1	uc011ljh.1	NDRG1|10397
uc011lji.1	uc011lji.1	NDRG1|10397
uc001vyt.2	uc001vyt.2	NDRG2|57447
uc001vyu.2	uc001vyu.2	NDRG2|57447
uc001vyv.2	uc001vyv.2	NDRG2|57447
uc001vyw.2	uc001vyw.2	NDRG2|57447
uc001vyx.2	uc001vyx.2	NDRG2|57447
uc001vyy.2	uc001vyy.2	NDRG2|57447
uc001vyz.2	uc001vyz.2	NDRG2|57447
uc001vza.2	uc001vza.2	NDRG2|57447
uc001vzb.2	uc001vzb.2	NDRG2|57447
uc001vzc.2	uc001vzc.2	NDRG2|57447
uc001vzd.2	uc001vzd.2	NDRG2|57447
uc001vze.2	uc001vze.2	NDRG2|57447
uc001vzf.2	uc001vzf.2	NDRG2|57447
uc001vzg.2	uc001vzg.2	NDRG2|57447
uc010aig.2	uc010aig.2	NDRG2|57447
uc010tll.1	uc010tll.1	NDRG2|57447
uc002xfw.2	uc002xfw.2	NDRG3|57446
uc002xfx.2	uc002xfx.2	NDRG3|57446
uc010zvq.1	uc010zvq.1	NDRG3|57446
uc010zvr.1	uc010zvr.1	NDRG3|57446
uc002enk.2	uc002enk.2	NDRG4|65009
uc002enm.2	uc002enm.2	NDRG4|65009
uc002eno.2	uc002eno.2	NDRG4|65009
uc002enp.2	uc002enp.2	NDRG4|65009
uc002enq.1	uc002enq.1	NDRG4|65009
uc010cdk.2	uc010cdk.2	NDRG4|65009
uc010vif.1	uc010vif.1	NDRG4|65009
uc010vig.1	uc010vig.1	NDRG4|65009
uc010vih.1	uc010vih.1	NDRG4|65009
uc010vii.1	uc010vii.1	NDRG4|65009
uc003lsk.3	uc003lsk.3	NDST1|3340
uc003lsl.2	uc003lsl.2	NDST1|3340
uc011dcj.1	uc011dcj.1	NDST1|3340
uc001jvk.2	uc001jvk.2	NDST2|8509
uc001jvl.1	uc001jvl.1	NDST2|8509
uc009xro.2	uc009xro.2	NDST2|8509
uc010qks.1	uc010qks.1	NDST2|8509
uc010qkt.1	uc010qkt.1	NDST2|8509
uc010qku.1	uc010qku.1	NDST2|8509
uc003ibw.2	uc003ibw.2	NDST3|9348
uc003ibx.2	uc003ibx.2	NDST3|9348
uc011cgf.1	uc011cgf.1	NDST3|9348
uc003ibu.2	uc003ibu.2	NDST4|64579
uc010imw.2	uc010imw.2	NDST4|64579
uc002vyn.2	uc002vyn.2	NDUFA10|4705
uc002vyo.1	uc002vyo.1	NDUFA10|4705
uc002vyp.2	uc002vyp.2	NDUFA10|4705
uc010fzc.1	uc010fzc.1	NDUFA10|4705
uc002mdp.1	uc002mdp.1	NDUFA11|126328
uc002mdq.1	uc002mdq.1	NDUFA11|126328
uc002mdr.1	uc002mdr.1	NDUFA11|126328
uc001tdl.2	uc001tdl.2	NDUFA12|55967
uc002nms.2	uc002nms.2	NDUFA13|51079
uc010xqx.1	uc010xqx.1	NDUFA13|51079
uc010xqy.1	uc010xqy.1	NDUFA13|51079
uc004esc.3	uc004esc.3	NDUFA1|4694
uc003lgp.2	uc003lgp.2	NDUFA2|4695
uc002qde.2	uc002qde.2	NDUFA3|4696
uc002qdf.2	uc002qdf.2	NDUFA3|4696
uc001sno.2	uc001sno.2	NDUFA4L2|56901
uc010srk.1	uc010srk.1	NDUFA4L2|56901
uc010srl.1	uc010srl.1	NDUFA4L2|56901
uc003srx.1	uc003srx.1	NDUFA4|4697
uc003vkr.2	uc003vkr.2	NDUFA5|4698
uc003vks.2	uc003vks.2	NDUFA5|4698
uc003vkt.1	uc003vkt.1	NDUFA5|4698
uc003bcb.2	uc003bcb.2	NDUFA6|4700
uc002mjm.1	uc002mjm.1	NDUFA7|4701
uc004blv.2	uc004blv.2	NDUFA8|4702
uc001qnc.2	uc001qnc.2	NDUFA9|4704
uc009zei.1	uc009zei.1	NDUFA9|4704
uc010ses.1	uc010ses.1	NDUFA9|4704
uc002dlw.2	uc002dlw.2	NDUFAB1|4706
uc001znx.2	uc001znx.2	NDUFAF1|51103
uc010bcf.2	uc010bcf.2	NDUFAF1|51103
uc003jso.3	uc003jso.3	NDUFAF2|91942
uc003jsp.3	uc003jsp.3	NDUFAF2|91942
uc003cvn.2	uc003cvn.2	NDUFAF3|25915
uc003cvp.2	uc003cvp.2	NDUFAF3|25915
uc003cvq.2	uc003cvq.2	NDUFAF3|25915
uc003cvr.2	uc003cvr.2	NDUFAF3|25915
uc003cvs.2	uc003cvs.2	NDUFAF3|25915
uc003pov.2	uc003pov.2	NDUFAF4|29078
uc003pow.2	uc003pow.2	NDUFAF4|29078
uc002cni.2	uc002cni.2	NDUFB10|4716
uc002cnj.2	uc002cnj.2	NDUFB10|4716
uc004dhc.2	uc004dhc.2	NDUFB11|54539
uc004dhd.2	uc004dhd.2	NDUFB11|54539
uc001yaf.2	uc001yaf.2	NDUFB1|4707
uc001yag.1	uc001yag.1	NDUFB1|4707
uc003vwa.2	uc003vwa.2	NDUFB2|4708
uc010lnl.2	uc010lnl.2	NDUFB2|4708
uc002uwx.3	uc002uwx.3	NDUFB3|4709
uc003edt.2	uc003edt.2	NDUFB4|4710
uc003edu.2	uc003edu.2	NDUFB4|4710
uc003fkc.2	uc003fkc.2	NDUFB5|4711
uc003fkd.2	uc003fkd.2	NDUFB5|4711
uc003fke.2	uc003fke.2	NDUFB5|4711
uc003zre.1	uc003zre.1	NDUFB6|4712
uc003zrf.1	uc003zrf.1	NDUFB6|4712
uc002mzg.2	uc002mzg.2	NDUFB7|4713
uc001kri.1	uc001kri.1	NDUFB8|4714
uc003yrg.3	uc003yrg.3	NDUFB9|4715
uc011lim.1	uc011lim.1	NDUFB9|4715
uc003ihs.2	uc003ihs.2	NDUFC1|4717
uc003iht.2	uc003iht.2	NDUFC1|4717
uc009yuw.2	uc009yuw.2	NDUFC2|4718
uc002vbe.2	uc002vbe.2	NDUFS1|4719
uc010ziq.1	uc010ziq.1	NDUFS1|4719
uc010zir.1	uc010zir.1	NDUFS1|4719
uc010zis.1	uc010zis.1	NDUFS1|4719
uc010zit.1	uc010zit.1	NDUFS1|4719
uc010ziu.1	uc010ziu.1	NDUFS1|4719
uc001fyv.2	uc001fyv.2	NDUFS2|4720
uc001fyw.2	uc001fyw.2	NDUFS2|4720
uc001fyx.2	uc001fyx.2	NDUFS2|4720
uc001fyy.1	uc001fyy.1	NDUFS2|4720
uc010pki.1	uc010pki.1	NDUFS2|4720
uc010pkj.1	uc010pkj.1	NDUFS2|4720
uc001nft.3	uc001nft.3	NDUFS3|4722
uc001nga.2	uc001nga.2	NDUFS3|4722
uc010rhn.1	uc010rhn.1	NDUFS3|4722
uc003jpe.2	uc003jpe.2	NDUFS4|4724
uc001ccx.2	uc001ccx.2	NDUFS5|4725
uc001ccy.2	uc001ccy.2	NDUFS5|4725
uc003jcy.2	uc003jcy.2	NDUFS6|4726
uc002lse.3	uc002lse.3	NDUFS7|374291
uc002lsf.2	uc002lsf.2	NDUFS7|374291
uc002lsg.2	uc002lsg.2	NDUFS7|374291
uc002lsh.2	uc002lsh.2	NDUFS7|374291
uc001onc.2	uc001onc.2	NDUFS8|4728
uc009ysb.1	uc009ysb.1	NDUFS8|4728
uc009ysc.1	uc009ysc.1	NDUFS8|4728
uc010rpz.1	uc010rpz.1	NDUFS8|4728
uc001omj.2	uc001omj.2	NDUFV1|4723
uc001omk.3	uc001omk.3	NDUFV1|4723
uc001oml.2	uc001oml.2	NDUFV1|4723
uc009yrz.1	uc009yrz.1	NDUFV1|4723
uc010rpv.1	uc010rpv.1	NDUFV1|4723
uc010rpw.1	uc010rpw.1	NDUFV1|4723
uc002knu.2	uc002knu.2	NDUFV2|4729
uc002zcm.2	uc002zcm.2	NDUFV3|4731
uc002zcn.2	uc002zcn.2	NDUFV3|4731
uc001odv.2	uc001odv.2	NEAT1|283131
uc010rog.1	uc010rog.1	NEAT1|283131
uc001iqi.2	uc001iqi.2	NEBL|10529
uc001iqj.2	uc001iqj.2	NEBL|10529
uc001iqk.2	uc001iqk.2	NEBL|10529
uc001iql.1	uc001iql.1	NEBL|10529
uc002txq.2	uc002txq.2	NEB|4703
uc002txr.2	uc002txr.2	NEB|4703
uc002txt.3	uc002txt.3	NEB|4703
uc002txu.2	uc002txu.2	NEB|4703
uc010fnx.2	uc010fnx.2	NEB|4703
uc010fny.1	uc010fny.1	NEB|4703
uc010zbz.1	uc010zbz.1	NEB|4703
uc010zca.1	uc010zca.1	NEB|4703
uc010zcb.1	uc010zcb.1	NEB|4703
uc003yer.2	uc003yer.2	NECAB1|64168
uc011lgg.1	uc011lgg.1	NECAB1|64168
uc002fhd.2	uc002fhd.2	NECAB2|54550
uc002fhe.2	uc002fhe.2	NECAB2|54550
uc002wzl.2	uc002wzl.2	NECAB3|63941
uc002wzm.3	uc002wzm.3	NECAB3|63941
uc002wzn.3	uc002wzn.3	NECAB3|63941
uc002wzo.3	uc002wzo.3	NECAB3|63941
uc002wzp.3	uc002wzp.3	NECAB3|63941
uc002wzq.3	uc002wzq.3	NECAB3|63941
uc002wzr.3	uc002wzr.3	NECAB3|63941
uc010geo.2	uc010geo.2	NECAB3|63941
uc001qtx.2	uc001qtx.2	NECAP1|25977
uc001qty.2	uc001qty.2	NECAP1|25977
uc001ayo.2	uc001ayo.2	NECAP2|55707
uc001ayp.3	uc001ayp.3	NECAP2|55707
uc001ayq.2	uc001ayq.2	NECAP2|55707
uc010ocd.1	uc010ocd.1	NECAP2|55707
uc001teu.3	uc001teu.3	NEDD1|121441
uc001tev.3	uc001tev.3	NEDD1|121441
uc001tew.2	uc001tew.2	NEDD1|121441
uc001tex.2	uc001tex.2	NEDD1|121441
uc010svc.1	uc010svc.1	NEDD1|121441
uc002lgx.2	uc002lgx.2	NEDD4L|23327
uc002lgy.2	uc002lgy.2	NEDD4L|23327
uc002lgz.2	uc002lgz.2	NEDD4L|23327
uc002lha.1	uc002lha.1	NEDD4L|23327
uc002lhb.2	uc002lhb.2	NEDD4L|23327
uc002lhc.2	uc002lhc.2	NEDD4L|23327
uc002lhd.2	uc002lhd.2	NEDD4L|23327
uc002lhe.2	uc002lhe.2	NEDD4L|23327
uc002lhf.2	uc002lhf.2	NEDD4L|23327
uc002lhg.2	uc002lhg.2	NEDD4L|23327
uc002lhh.2	uc002lhh.2	NEDD4L|23327
uc010dpl.1	uc010dpl.1	NEDD4L|23327
uc010dpm.1	uc010dpm.1	NEDD4L|23327
uc010dpn.2	uc010dpn.2	NEDD4L|23327
uc010xee.1	uc010xee.1	NEDD4L|23327
uc002adi.2	uc002adi.2	NEDD4|4734
uc002adj.2	uc002adj.2	NEDD4|4734
uc002adk.2	uc002adk.2	NEDD4|4734
uc002adl.2	uc002adl.2	NEDD4|4734
uc010bfm.2	uc010bfm.2	NEDD4|4734
uc010ugj.1	uc010ugj.1	NEDD4|4734
uc001wnn.2	uc001wnn.2	NEDD8|4738
uc001wno.2	uc001wno.2	NEDD8|4738
uc001wnp.2	uc001wnp.2	NEDD8|4738
uc003mzv.2	uc003mzv.2	NEDD9|4739
uc003mzw.3	uc003mzw.3	NEDD9|4739
uc003mzx.2	uc003mzx.2	NEDD9|4739
uc010joz.2	uc010joz.2	NEDD9|4739
uc003afo.2	uc003afo.2	NEFH|4744
uc003afp.2	uc003afp.2	NEFH|4744
uc003xee.2	uc003xee.2	NEFL|4747
uc003xed.3	uc003xed.3	NEFM|4741
uc010lue.2	uc010lue.2	NEFM|4741
uc011lac.1	uc011lac.1	NEFM|4741
uc001dfv.2	uc001dfv.2	NEGR1|257194
uc001dfw.2	uc001dfw.2	NEGR1|257194
uc010oqs.1	uc010oqs.1	NEGR1|257194
uc002bad.2	uc002bad.2	NEIL1|79661
uc002bae.2	uc002bae.2	NEIL1|79661
uc003wue.2	uc003wue.2	NEIL2|252969
uc003wuf.2	uc003wuf.2	NEIL2|252969
uc003wug.2	uc003wug.2	NEIL2|252969
uc011kxd.1	uc011kxd.1	NEIL2|252969
uc003iut.2	uc003iut.2	NEIL3|55247
uc010irs.2	uc010irs.2	NEIL3|55247
uc003cds.1	uc003cds.1	NEK10|152110
uc003cdt.1	uc003cdt.1	NEK10|152110
uc010hfj.2	uc010hfj.2	NEK10|152110
uc010hfk.2	uc010hfk.2	NEK10|152110
uc003enw.1	uc003enw.1	NEK11|79858
uc003enx.2	uc003enx.2	NEK11|79858
uc003eny.2	uc003eny.2	NEK11|79858
uc003enz.2	uc003enz.2	NEK11|79858
uc003eoa.2	uc003eoa.2	NEK11|79858
uc010htn.2	uc010htn.2	NEK11|79858
uc010hto.1	uc010hto.1	NEK11|79858
uc011blk.1	uc011blk.1	NEK11|79858
uc011bll.1	uc011bll.1	NEK11|79858
uc011blm.1	uc011blm.1	NEK11|79858
uc003isb.1	uc003isb.1	NEK1|4750
uc003isc.1	uc003isc.1	NEK1|4750
uc003isd.1	uc003isd.1	NEK1|4750
uc003ise.1	uc003ise.1	NEK1|4750
uc003isf.1	uc003isf.1	NEK1|4750
uc003isg.1	uc003isg.1	NEK1|4750
uc001hiq.1	uc001hiq.1	NEK2|4751
uc001hir.1	uc001hir.1	NEK2|4751
uc001his.3	uc001his.3	NEK2|4751
uc001hit.1	uc001hit.1	NEK2|4751
uc001vgg.2	uc001vgg.2	NEK3|4752
uc001vgh.2	uc001vgh.2	NEK3|4752
uc001vgi.2	uc001vgi.2	NEK3|4752
uc010tgx.1	uc010tgx.1	NEK3|4752
uc010tgy.1	uc010tgy.1	NEK3|4752
uc003dfq.3	uc003dfq.3	NEK4|6787
uc003dfr.2	uc003dfr.2	NEK4|6787
uc011bej.1	uc011bej.1	NEK4|6787
uc001vge.2	uc001vge.2	NEK5|341676
uc001vgf.2	uc001vgf.2	NEK5|341676
uc004bof.2	uc004bof.2	NEK6|10783
uc004bog.2	uc004bog.2	NEK6|10783
uc004boh.2	uc004boh.2	NEK6|10783
uc004boi.2	uc004boi.2	NEK6|10783
uc010mwj.2	uc010mwj.2	NEK6|10783
uc010mwk.2	uc010mwk.2	NEK6|10783
uc001gun.3	uc001gun.3	NEK7|140609
uc002hcp.2	uc002hcp.2	NEK8|284086
uc001xrj.2	uc001xrj.2	NEK9|91754
uc001xrk.2	uc001xrk.2	NEK9|91754
uc001xrl.2	uc001xrl.2	NEK9|91754
uc004cmz.2	uc004cmz.2	NELF|26012
uc004cna.2	uc004cna.2	NELF|26012
uc004cnb.2	uc004cnb.2	NELF|26012
uc004cnc.2	uc004cnc.2	NELF|26012
uc010nci.2	uc010nci.2	NELF|26012
uc011mex.1	uc011mex.1	NELF|26012
uc011mey.1	uc011mey.1	NELF|26012
uc011mez.1	uc011mez.1	NELF|26012
uc001mqe.2	uc001mqe.2	NELL1|4745
uc001mqf.2	uc001mqf.2	NELL1|4745
uc001mqg.2	uc001mqg.2	NELL1|4745
uc001mqh.2	uc001mqh.2	NELL1|4745
uc009yid.2	uc009yid.2	NELL1|4745
uc010rdo.1	uc010rdo.1	NELL1|4745
uc010rdp.1	uc010rdp.1	NELL1|4745
uc001rof.3	uc001rof.3	NELL2|4753
uc001rog.2	uc001rog.2	NELL2|4753
uc001roh.2	uc001roh.2	NELL2|4753
uc001roi.1	uc001roi.1	NELL2|4753
uc001roj.2	uc001roj.2	NELL2|4753
uc009zkd.2	uc009zkd.2	NELL2|4753
uc010skz.1	uc010skz.1	NELL2|4753
uc010sla.1	uc010sla.1	NELL2|4753
uc010slb.1	uc010slb.1	NELL2|4753
uc001hjd.2	uc001hjd.2	NENF|29937
uc010ptf.1	uc010ptf.1	NENF|29937
uc002avm.3	uc002avm.3	NEO1|4756
uc002avn.3	uc002avn.3	NEO1|4756
uc010ukx.1	uc010ukx.1	NEO1|4756
uc010uky.1	uc010uky.1	NEO1|4756
uc010ukz.1	uc010ukz.1	NEO1|4756
uc001fpq.2	uc001fpq.2	NES|10763
uc001iia.2	uc001iia.2	NET1|10276
uc001iib.2	uc001iib.2	NET1|10276
uc010qar.1	uc010qar.1	NET1|10276
uc010qas.1	uc010qas.1	NET1|10276
uc002lkw.2	uc002lkw.2	NETO1|81832
uc002lkx.1	uc002lkx.1	NETO1|81832
uc002lky.1	uc002lky.1	NETO1|81832
uc002lkz.2	uc002lkz.2	NETO1|81832
uc002eeq.1	uc002eeq.1	NETO2|81831
uc002eer.1	uc002eer.1	NETO2|81831
uc002ees.1	uc002ees.1	NETO2|81831
uc010vgf.1	uc010vgf.1	NETO2|81831
uc003nxq.3	uc003nxq.3	NEU1|4758
uc003nxr.3	uc003nxr.3	NEU1|4758
uc003nxs.3	uc003nxs.3	NEU1|4758
uc010jtg.2	uc010jtg.2	NEU1|4758
uc010jth.2	uc010jth.2	NEU1|4758
uc010zmn.1	uc010zmn.1	NEU2|4759
uc001ovv.2	uc001ovv.2	NEU3|10825
uc001ovw.2	uc001ovw.2	NEU3|10825
uc010rrl.1	uc010rrl.1	NEU3|10825
uc002wcl.2	uc002wcl.2	NEU4|129807
uc002wcm.2	uc002wcm.2	NEU4|129807
uc002wcn.1	uc002wcn.1	NEU4|129807
uc002wco.1	uc002wco.1	NEU4|129807
uc002wcp.1	uc002wcp.1	NEU4|129807
uc010fzr.2	uc010fzr.2	NEU4|129807
uc003mbt.2	uc003mbt.2	NEURL1B|54492
uc002xqg.1	uc002xqg.1	NEURL2|140825
uc002swc.2	uc002swc.2	NEURL3|93082
uc010fhx.2	uc010fhx.2	NEURL3|93082
uc010yuo.1	uc010yuo.1	NEURL3|93082
uc010yup.1	uc010yup.1	NEURL3|93082
uc002gfy.1	uc002gfy.1	NEURL4|84461
uc002gga.1	uc002gga.1	NEURL4|84461
uc002ggb.1	uc002ggb.1	NEURL4|84461
uc002ggc.1	uc002ggc.1	NEURL4|84461
uc001kxh.2	uc001kxh.2	NEURL|9148
uc002uof.2	uc002uof.2	NEUROD1|4760
uc002hry.2	uc002hry.2	NEUROD2|4761
uc001sgp.3	uc001sgp.3	NEUROD4|58158
uc003tch.2	uc003tch.2	NEUROD6|63974
uc003lax.2	uc003lax.2	NEUROG1|4762
uc003ias.2	uc003ias.2	NEUROG2|63973
uc001jpp.2	uc001jpp.2	NEUROG3|50674
uc001dia.3	uc001dia.3	NEXN|91624
uc001dib.3	uc001dib.3	NEXN|91624
uc001dic.3	uc001dic.3	NEXN|91624
uc001did.1	uc001did.1	NEXN|91624
uc001dif.1	uc001dif.1	NEXN|91624
uc001dig.3	uc001dig.3	NEXN|91624
uc009wcb.1	uc009wcb.1	NEXN|91624
uc001ytv.1	uc001ytv.1	NF1P1|440225
uc010tzs.1	uc010tzs.1	NF1P1|440225
uc002hge.1	uc002hge.1	NF1|4763
uc002hgf.1	uc002hgf.1	NF1|4763
uc002hgg.2	uc002hgg.2	NF1|4763
uc002hgh.2	uc002hgh.2	NF1|4763
uc002hgi.1	uc002hgi.1	NF1|4763
uc010csn.1	uc010csn.1	NF1|4763
uc010cso.2	uc010cso.2	NF1|4763
uc010wbt.1	uc010wbt.1	NF1|4763
uc010wbu.1	uc010wbu.1	NF1|4763
uc003afy.3	uc003afy.3	NF2|4771
uc003afz.3	uc003afz.3	NF2|4771
uc003aga.3	uc003aga.3	NF2|4771
uc003agb.3	uc003agb.3	NF2|4771
uc003agc.3	uc003agc.3	NF2|4771
uc003agd.3	uc003agd.3	NF2|4771
uc003age.3	uc003age.3	NF2|4771
uc003agf.3	uc003agf.3	NF2|4771
uc003agg.3	uc003agg.3	NF2|4771
uc003agh.3	uc003agh.3	NF2|4771
uc003agi.3	uc003agi.3	NF2|4771
uc003agj.3	uc003agj.3	NF2|4771
uc003agk.3	uc003agk.3	NF2|4771
uc010gvp.2	uc010gvp.2	NF2|4771
uc011akq.1	uc011akq.1	NF2|4771
uc003bcn.3	uc003bcn.3	NFAM1|150372
uc001hbh.2	uc001hbh.2	NFASC|23114
uc001hbi.2	uc001hbi.2	NFASC|23114
uc001hbj.2	uc001hbj.2	NFASC|23114
uc001hbk.1	uc001hbk.1	NFASC|23114
uc001hbl.1	uc001hbl.1	NFASC|23114
uc001hbm.1	uc001hbm.1	NFASC|23114
uc001hbn.1	uc001hbn.1	NFASC|23114
uc001hbo.1	uc001hbo.1	NFASC|23114
uc009xbg.1	uc009xbg.1	NFASC|23114
uc009xbh.1	uc009xbh.1	NFASC|23114
uc010pqz.1	uc010pqz.1	NFASC|23114
uc010pra.1	uc010pra.1	NFASC|23114
uc010prb.1	uc010prb.1	NFASC|23114
uc010prc.1	uc010prc.1	NFASC|23114
uc002exh.1	uc002exh.1	NFAT5|10725
uc002exi.2	uc002exi.2	NFAT5|10725
uc002exj.1	uc002exj.1	NFAT5|10725
uc002exk.1	uc002exk.1	NFAT5|10725
uc002exl.1	uc002exl.1	NFAT5|10725
uc002exm.1	uc002exm.1	NFAT5|10725
uc002exn.1	uc002exn.1	NFAT5|10725
uc002exo.1	uc002exo.1	NFAT5|10725
uc002lnc.1	uc002lnc.1	NFATC1|4772
uc002lnd.2	uc002lnd.2	NFATC1|4772
uc002lne.2	uc002lne.2	NFATC1|4772
uc002lnf.2	uc002lnf.2	NFATC1|4772
uc002lng.2	uc002lng.2	NFATC1|4772
uc010drc.2	uc010drc.2	NFATC1|4772
uc010xff.1	uc010xff.1	NFATC1|4772
uc010xfg.1	uc010xfg.1	NFATC1|4772
uc010xfh.1	uc010xfh.1	NFATC1|4772
uc010xfi.1	uc010xfi.1	NFATC1|4772
uc010xfj.1	uc010xfj.1	NFATC1|4772
uc010xfk.1	uc010xfk.1	NFATC1|4772
uc002drt.2	uc002drt.2	NFATC2IP|84901
uc002dru.2	uc002dru.2	NFATC2IP|84901
uc002drv.2	uc002drv.2	NFATC2IP|84901
uc010vdg.1	uc010vdg.1	NFATC2IP|84901
uc010vdh.1	uc010vdh.1	NFATC2IP|84901
uc002xwc.2	uc002xwc.2	NFATC2|4773
uc002xwd.2	uc002xwd.2	NFATC2|4773
uc002xwe.2	uc002xwe.2	NFATC2|4773
uc010zyv.1	uc010zyv.1	NFATC2|4773
uc010zyw.1	uc010zyw.1	NFATC2|4773
uc010zyx.1	uc010zyx.1	NFATC2|4773
uc010zyy.1	uc010zyy.1	NFATC2|4773
uc010zyz.1	uc010zyz.1	NFATC2|4773
uc002evk.2	uc002evk.2	NFATC3|4775
uc002evl.2	uc002evl.2	NFATC3|4775
uc002evm.1	uc002evm.1	NFATC3|4775
uc002evn.1	uc002evn.1	NFATC3|4775
uc002evo.1	uc002evo.1	NFATC3|4775
uc010vkl.1	uc010vkl.1	NFATC3|4775
uc010vkm.1	uc010vkm.1	NFATC3|4775
uc010vkn.1	uc010vkn.1	NFATC3|4775
uc010vko.1	uc010vko.1	NFATC3|4775
uc010vkp.1	uc010vkp.1	NFATC3|4775
uc010vkq.1	uc010vkq.1	NFATC3|4775
uc010vkr.1	uc010vkr.1	NFATC3|4775
uc010vks.1	uc010vks.1	NFATC3|4775
uc010vkt.1	uc010vkt.1	NFATC3|4775
uc010vku.1	uc010vku.1	NFATC3|4775
uc010vkv.1	uc010vkv.1	NFATC3|4775
uc010vkw.1	uc010vkw.1	NFATC3|4775
uc010vkx.1	uc010vkx.1	NFATC3|4775
uc010vky.1	uc010vky.1	NFATC3|4775
uc010vkz.1	uc010vkz.1	NFATC3|4775
uc010vla.1	uc010vla.1	NFATC3|4775
uc010vlb.1	uc010vlb.1	NFATC3|4775
uc010vlc.1	uc010vlc.1	NFATC3|4775
uc001wpc.2	uc001wpc.2	NFATC4|4776
uc001wpd.2	uc001wpd.2	NFATC4|4776
uc010alr.2	uc010alr.2	NFATC4|4776
uc010als.2	uc010als.2	NFATC4|4776
uc010alt.2	uc010alt.2	NFATC4|4776
uc010alu.2	uc010alu.2	NFATC4|4776
uc010alv.2	uc010alv.2	NFATC4|4776
uc010tok.1	uc010tok.1	NFATC4|4776
uc010tol.1	uc010tol.1	NFATC4|4776
uc010tom.1	uc010tom.1	NFATC4|4776
uc010ton.1	uc010ton.1	NFATC4|4776
uc010too.1	uc010too.1	NFATC4|4776
uc010top.1	uc010top.1	NFATC4|4776
uc010toq.1	uc010toq.1	NFATC4|4776
uc010tor.1	uc010tor.1	NFATC4|4776
uc010tos.1	uc010tos.1	NFATC4|4776
uc010tot.1	uc010tot.1	NFATC4|4776
uc010tou.1	uc010tou.1	NFATC4|4776
uc010tov.1	uc010tov.1	NFATC4|4776
uc010tow.1	uc010tow.1	NFATC4|4776
uc010tox.1	uc010tox.1	NFATC4|4776
uc010toy.1	uc010toy.1	NFATC4|4776
uc010toz.1	uc010toz.1	NFATC4|4776
uc010tpa.1	uc010tpa.1	NFATC4|4776
